RefId,IsBadBuy,PurchDate,Auction,VehYear,VehicleAge,Make,Model,Trim,SubModel,Color,Transmission,WheelTypeID,WheelType,VehOdo,Nationality,Size,TopThreeAmericanName,MMRAcquisitionAuctionAveragePrice,MMRAcquisitionAuctionCleanPrice,MMRAcquisitionRetailAveragePrice,MMRAcquisitonRetailCleanPrice,MMRCurrentAuctionAveragePrice,MMRCurrentAuctionCleanPrice,MMRCurrentRetailAveragePrice,MMRCurrentRetailCleanPrice,PRIMEUNIT,AUCGUART,BYRNO,VNZIP1,VNST,VehBCost,IsOnlineSale,WarrantyCost
4421,0,3/3/2010,OTHER,2005,5,DODGE,STRATUS 4C,SXT,2D COUPE,WHITE,AUTO,1,Alloy,60527,AMERICAN,MEDIUM,CHRYSLER,3102,4405,6037,7427,3217,4646,6718,7657,NULL,NULL,8655,60445,IL,5395,0,1020
4422,0,3/3/2010,OTHER,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLACK,AUTO,1,Alloy,50377,AMERICAN,MEDIUM,CHRYSLER,6212,7169,9546,10607,6020,7164,9148,10614,NULL,NULL,8655,60445,IL,6205,0,1086
4423,0,10/6/2010,OTHER,2006,4,CHEVROLET,MONTE CARLO,LT,2D COUPE LT,BLUE,AUTO,1,Alloy,63103,AMERICAN,LARGE,GM,6092,7646,10476,11882,6617,8333,10145,11995,NO,GREEN,19662,60445,IL,8010,0,1703
4424,1,10/6/2010,OTHER,2006,4,SUZUKI,FORENZA,,4D SEDAN,GOLD,AUTO,NULL,NULL,39629,OTHER ASIAN,MEDIUM,OTHER,3626,4689,6834,7841,3530,4598,6786,7771,NULL,NULL,19662,60445,IL,5095,0,462
4425,1,10/6/2010,OTHER,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,WHITE,AUTO,NULL,NULL,73001,AMERICAN,LARGE,GM,8066,9688,11481,13312,8066,9697,11966,13198,NULL,NULL,19662,60445,IL,7710,0,1974
4426,1,10/6/2010,OTHER,2003,7,FORD,WINDSTAR FWD V6,LX,PASSENGER 3.8L LX,SILVER,AUTO,1,Alloy,76417,AMERICAN,VAN,FORD,2716,3627,5687,6909,2740,3857,5618,6929,NULL,NULL,19662,60445,IL,3780,0,2157
4427,0,10/6/2010,OTHER,2005,5,BUICK,LACROSSE,CXL,4D SEDAN CXL,SILVER,AUTO,1,Alloy,82715,AMERICAN,LARGE,GM,7500,9583,10963,13144,7227,9029,10492,12742,NO,GREEN,19662,60445,IL,7695,0,1633
4428,0,10/6/2010,OTHER,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LS,BLACK,AUTO,1,Alloy,61229,AMERICAN,MEDIUM,GM,5554,6932,9196,10664,5098,6218,9080,11368,NULL,NULL,19662,60445,IL,8010,0,728
4429,1,10/13/2010,OTHER,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,SILVER,AUTO,NULL,NULL,87445,AMERICAN,MEDIUM,CHRYSLER,6622,7848,10355,11096,6619,7786,10619,11504,NULL,NULL,20833,60445,IL,5695,0,983
4430,0,10/13/2010,OTHER,2006,4,CHEVROLET,MALIBU V6,LT,4D SEDAN LT,SILVER,AUTO,2,Covers,97765,AMERICAN,MEDIUM,GM,5839,7333,9585,11005,5543,6837,8884,10341,NULL,NULL,20833,60445,IL,4995,0,1485
4431,0,10/13/2010,OTHER,2005,5,CHEVROLET,MALIBU 4C,Bas,4D SEDAN,BLUE,AUTO,2,Covers,83066,AMERICAN,MEDIUM,GM,4524,5613,7849,9044,4002,5278,7455,8260,NULL,NULL,20833,60445,IL,4290,0,1113
4432,1,10/13/2010,OTHER,2005,5,HYUNDAI,ELANTRA,GT,4D SEDAN,BLUE,AUTO,NULL,NULL,60844,OTHER ASIAN,MEDIUM,OTHER,3763,4832,6973,7972,3780,4934,6913,8061,NULL,NULL,20833,60445,IL,5195,0,533
4433,0,10/13/2010,OTHER,2003,7,DODGE,NEON,SXT,4D SEDAN SXT,BLUE,AUTO,1,Alloy,90719,AMERICAN,COMPACT,CHRYSLER,2445,3398,4914,6170,2396,3323,5389,6683,NULL,NULL,20833,60445,IL,2665,0,1065
4434,1,10/13/2010,OTHER,2007,3,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L,WHITE,AUTO,NULL,NULL,73001,AMERICAN,LARGE,GM,7947,9444,11534,13121,7957,9465,11879,13259,NULL,NULL,20833,60445,IL,7610,0,1974
4435,0,10/13/2010,OTHER,2006,4,PONTIAC,G6 V6,Bas,4D SEDAN,GREEN,AUTO,1,Alloy,89693,AMERICAN,MEDIUM,GM,6173,7477,9463,10847,5808,6958,8963,10308,NULL,NULL,20833,60445,IL,7410,0,1373
4436,0,10/13/2010,OTHER,2008,2,CHEVROLET,IMPALA V6,LT,4D SEDAN LT 3.5L FFV,BLUE,AUTO,1,Alloy,61453,AMERICAN,LARGE,GM,8377,9486,12944,14032,9780,11584,13442,15199,NO,GREEN,20833,60445,IL,8620,0,1703
4437,1,10/13/2010,OTHER,2006,4,KIA,OPTIMA V6,LX,4D SEDAN EX,WHITE,AUTO,NULL,NULL,59344,OTHER ASIAN,MEDIUM,OTHER,5733,6124,9008,9438,5837,6613,8917,9770,NULL,NULL,20833,60445,IL,8010,0,671
4438,0,10/13/2010,OTHER,2007,3,PONTIAC,GRAND PRIX,Bas,4D SEDAN,BLUE,AUTO,2,Covers,79451,AMERICAN,LARGE,GM,7631,9257,11381,13188,7172,8532,11297,12530,NULL,NULL,20833,60445,IL,6705,0,1974
4439,0,10/20/2010,OTHER,2008,2,MAZDA,MAZDA6,i,4D SEDAN I,SILVER,AUTO,1,Alloy,82869,OTHER ASIAN,MEDIUM,OTHER,9949,11154,13790,14728,10336,11614,13310,14460,NULL,NULL,52644,60445,IL,8110,0,1373
4440,0,10/20/2010,OTHER,2008,2,DODGE,MAGNUM V6,Bas,WAGON 2.7L,RED,AUTO,1,Alloy,66015,AMERICAN,SPECIALTY,CHRYSLER,10342,12306,14721,16077,10655,12410,14760,15803,NO,GREEN,22808,60445,IL,10025,0,1215
4441,0,10/20/2010,OTHER,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,SILVER,AUTO,2,Covers,78752,AMERICAN,LARGE,GM,7883,8837,12050,13048,9552,11191,12703,14346,NO,GREEN,22808,60445,IL,8010,0,1974
4442,0,10/20/2010,OTHER,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,BLUE,AUTO,2,Covers,71714,AMERICAN,MEDIUM,CHRYSLER,7536,8692,11410,12480,7629,8779,11501,12633,NULL,NULL,52644,60445,IL,7710,0,1155
4443,0,10/20/2010,OTHER,2006,4,CHRYSLER,PT CRUISER,Lim,4D SEDAN,RED,AUTO,1,Alloy,48696,AMERICAN,MEDIUM,CHRYSLER,4679,5782,7955,9107,4585,5568,7800,8839,NULL,NULL,52644,60445,IL,6905,0,975
4444,0,10/20/2010,OTHER,2008,2,KIA,SPECTRA,EX,4D SEDAN EX,BLACK,AUTO,2,Covers,50254,OTHER ASIAN,MEDIUM,OTHER,6693,7403,10328,11074,7305,8271,10752,11809,NO,GREEN,22808,60445,IL,6605,0,505
4445,1,10/20/2010,OTHER,2007,3,MERCURY,MARINER 2WD V6,Bas,4D SUV 3.0L LUXURY,GREEN,AUTO,NULL,NULL,84353,AMERICAN,SMALL SUV,FORD,9731,12695,14279,16083,10729,13384,14853,16404,NULL,NULL,52644,60445,IL,8520,0,983
4446,0,10/20/2010,OTHER,2007,3,CHEVROLET,IMPALA V6,LTZ,4D SEDAN LTZ,WHITE,AUTO,1,Alloy,76721,AMERICAN,LARGE,GM,10362,12583,14094,16447,10389,12172,13762,15772,NO,GREEN,22808,60445,IL,9020,0,1974
4447,0,10/20/2010,OTHER,2007,3,CHEVROLET,1500 SILVERADO PICKU,LT,REG CAB 4.8L,BLACK,AUTO,1,Alloy,79968,AMERICAN,LARGE TRUCK,GM,8251,10598,14244,16134,8184,11137,12839,15525,NULL,NULL,22808,60445,IL,8620,0,1155
4448,1,10/20/2010,OTHER,2008,2,CHEVROLET,HHR,LT,4D SUV 2.2L,SILVER,AUTO,1,Alloy,85667,AMERICAN,MEDIUM,GM,8326,8627,12291,12562,8023,8514,11663,12132,NULL,NULL,22808,60445,IL,7210,0,853
4449,0,10/20/2010,OTHER,2006,4,JEEP,COMMANDER 4WD V8,Bas,4D WAGON,SILVER,AUTO,1,Alloy,86448,AMERICAN,LARGE SUV,CHRYSLER,11293,13407,15542,17599,10932,13234,15280,17524,NULL,NULL,52644,60445,IL,9425,0,2282
4450,0,10/20/2010,OTHER,2007,3,TOYOTA,YARIS,Bas,2D HATCHBACK,RED,AUTO,2,Covers,51588,TOP LINE ASIAN,COMPACT,OTHER,6191,7142,8764,10111,6141,6993,9144,10096,NULL,NULL,52644,60445,IL,6905,0,505
4451,0,10/20/2010,OTHER,2008,2,CHRYSLER,PT CRUISER,Bas,4D SEDAN,SILVER,AUTO,2,Covers,56909,AMERICAN,MEDIUM,CHRYSLER,6320,7138,9603,10634,7638,8888,10712,11738,NO,GREEN,22808,60445,IL,6405,0,1086
4452,0,10/20/2010,OTHER,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 SL,WHITE,AUTO,1,Alloy,73661,TOP LINE ASIAN,MEDIUM,OTHER,8509,10438,11934,13369,7496,8711,11076,12500,NULL,NULL,52644,60445,IL,7310,0,686
4453,0,10/20/2010,OTHER,2006,4,CHRYSLER,PT CRUISER,Tou,4D SEDAN,WHITE,AUTO,2,Covers,57007,AMERICAN,MEDIUM,CHRYSLER,4679,5782,7955,9107,4390,5397,8029,9009,NULL,NULL,52644,60445,IL,5795,0,1086
4454,0,10/20/2010,OTHER,2005,5,PONTIAC,GRAND PRIX,GT,4D SEDAN GT,GOLD,AUTO,1,Alloy,68570,AMERICAN,LARGE,GM,6061,7516,9666,11302,5151,6780,8659,10328,NULL,NULL,52644,60445,IL,7810,0,1703
4455,0,10/20/2010,OTHER,2007,3,CHEVROLET,COBALT,LT,4D SEDAN LS,WHITE,AUTO,1,Alloy,66836,AMERICAN,COMPACT,GM,5630,6698,8910,10051,5284,6328,8656,9663,NULL,NULL,22808,60445,IL,6605,0,728
4456,0,10/27/2010,OTHER,2006,4,NISSAN,ALTIMA,Bas,4D SEDAN 2.5 SL,SILVER,AUTO,2,Covers,61485,TOP LINE ASIAN,MEDIUM,OTHER,8623,10146,11817,13301,7496,8711,11076,12500,NULL,NULL,17212,60445,IL,7610,0,630
4457,1,10/27/2010,OTHER,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,GREY,AUTO,NULL,NULL,56537,AMERICAN,MEDIUM,GM,4872,6078,8146,9160,4872,6078,8146,9160,NULL,NULL,17212,60445,IL,6005,0,671
4458,0,10/27/2010,OTHER,2003,7,HYUNDAI,SANTA FE 2WD V6,GLS,4D CUV 2.7L GLS,BLUE,AUTO,1,Alloy,84801,OTHER ASIAN,MEDIUM SUV,OTHER,3787,5029,7352,8798,3493,4567,7055,7971,NULL,NULL,17212,60445,IL,5905,0,1023
4459,0,10/27/2010,OTHER,2007,3,KIA,RIO,Bas,4D SEDAN,SILVER,AUTO,2,Covers,95347,OTHER ASIAN,COMPACT,OTHER,4200,5013,7832,8632,4243,5163,7242,7993,NULL,NULL,17212,60445,IL,4395,0,620
4460,0,10/27/2010,OTHER,2004,6,HYUNDAI,ELANTRA,GLS,4D SEDAN,BLUE,AUTO,2,Covers,58653,OTHER ASIAN,MEDIUM,OTHER,2843,3834,5754,6560,3219,4162,5948,7109,NULL,NULL,17212,60445,IL,4800,0,505
4461,0,10/27/2010,OTHER,2006,4,CHEVROLET,IMPALA,LT,4D SEDAN LT 3.5L,SILVER,AUTO,2,Covers,84875,AMERICAN,LARGE,GM,6437,7719,9737,11152,5994,7668,9420,11142,NO,GREEN,17212,60445,IL,7210,0,2152
4462,1,10/27/2010,OTHER,2004,6,FORD,EXPLORER 4WD V8,XLT,4D SUV 4.6L XLT,GREY,AUTO,NULL,NULL,84985,AMERICAN,MEDIUM SUV,FORD,6247,7962,10541,12502,6247,7962,10541,12502,NULL,NULL,17212,60445,IL,8325,0,2282
4463,0,10/27/2010,OTHER,2007,3,SATURN,AURA,XE,4D SEDAN XE,BLUE,AUTO,2,Covers,66819,AMERICAN,MEDIUM,GM,8508,9962,12025,13362,8379,9780,11631,12954,NULL,NULL,17212,60445,IL,9020,0,1118
4464,0,10/27/2010,OTHER,2008,2,HYUNDAI,SONATA 4C,SE,4D SEDAN,SILVER,AUTO,1,Alloy,74465,OTHER ASIAN,MEDIUM,OTHER,10789,12239,14128,15541,9013,9734,12620,13286,NULL,NULL,17212,60445,IL,8820,0,803
4465,0,10/27/2010,OTHER,2005,5,FORD,TAURUS,SE,4D SEDAN SE,GREY,AUTO,2,Covers,89885,AMERICAN,MEDIUM,FORD,3167,4394,6725,7808,3552,4814,6442,7601,NO,GREEN,17212,60445,IL,4995,0,983
4466,0,10/27/2010,OTHER,2005,5,CHEVROLET,TRAILBLAZER 4WD 6C,LS,4D SUV 4.2L LS,BLACK,AUTO,1,Alloy,86393,AMERICAN,MEDIUM SUV,GM,6764,8166,11376,12747,7235,8838,11392,13916,NO,GREEN,17212,60445,IL,8920,0,2152
4467,0,10/27/2010,OTHER,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN,SILVER,AUTO,2,Covers,38642,AMERICAN,MEDIUM,CHRYSLER,7554,8662,11318,12377,8008,8945,11642,12696,NULL,NULL,17212,60445,IL,8420,0,762
4468,1,11/1/2010,OTHER,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,BLUE,AUTO,NULL,NULL,65837,AMERICAN,MEDIUM,CHRYSLER,6622,7873,10439,11356,6622,7873,10439,11356,NULL,NULL,1085,60445,IL,7475,1,825
4469,0,11/1/2010,OTHER,2006,4,HYUNDAI,ELANTRA,GLS,4D SEDAN,SILVER,AUTO,2,Covers,44760,OTHER ASIAN,MEDIUM,OTHER,4468,5626,7432,8479,4662,5637,8401,9682,NULL,NULL,1085,60445,IL,5675,1,482
4470,1,11/1/2010,OTHER,2007,3,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,BLACK,AUTO,NULL,NULL,55680,AMERICAN,SPECIALTY,CHRYSLER,9065,10356,13122,14829,9065,10356,13122,14829,NULL,NULL,1085,60445,IL,10375,1,1086
4471,1,11/1/2010,OTHER,2006,4,DODGE,CHARGER,Bas,4D SEDAN,GREY,AUTO,NULL,NULL,61908,AMERICAN,SPECIALTY,CHRYSLER,7729,9128,10707,12374,7729,9128,10707,12374,NULL,NULL,1085,60445,IL,9675,1,1215
4472,0,11/3/2010,OTHER,2006,4,PONTIAC,GRAND PRIX,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,82239,AMERICAN,LARGE,GM,5543,6952,9314,10583,5494,6762,8925,10217,NULL,NULL,20833,60445,IL,6905,0,2152
4473,0,11/3/2010,OTHER,2005,5,CHEVROLET,1500 SILVERADO PICKU,Bas,EXT CAB 4.3L,SILVER,AUTO,1,Alloy,51708,AMERICAN,LARGE TRUCK,GM,6718,8374,10705,12499,5181,7010,9651,11829,NULL,NULL,20833,60445,IL,8720,0,1003
4474,0,11/3/2010,OTHER,2006,4,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2,Covers,54568,AMERICAN,MEDIUM,CHRYSLER,4262,5303,7666,9538,4310,5308,7188,8518,NULL,NULL,20833,60445,IL,6005,0,1086
4475,0,11/3/2010,OTHER,2005,5,JEEP,GRAND CHEROKEE 4WD V,Lar,4D WAGON LAREDO,RED,AUTO,1,Alloy,82300,AMERICAN,MEDIUM SUV,CHRYSLER,9011,11235,13282,15636,9214,11509,13315,15575,NULL,NULL,20833,60445,IL,9525,0,2282
4476,1,11/3/2010,OTHER,2008,2,CHEVROLET,COBALT,LT,4D SEDAN LS,BLUE,AUTO,2,Covers,76522,AMERICAN,COMPACT,GM,6224,6821,10043,10627,6618,7705,9479,11036,NULL,NULL,20833,60445,IL,5700,0,803
4477,0,11/3/2010,OTHER,2005,5,FORD,FOCUS,ZX4,4D SEDAN ZX4 ST,BLACK,AUTO,1,Alloy,91242,AMERICAN,COMPACT,FORD,3645,4489,6858,7680,3708,4456,7289,8075,NULL,NULL,20833,60445,IL,3780,0,1341
4478,0,11/3/2010,OTHER,2004,6,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,GREY,AUTO,2,Covers,69980,AMERICAN,COMPACT,GM,2462,3448,5371,6579,2775,3795,5175,6464,NO,GREEN,20833,60445,IL,4195,0,1020
4479,1,11/3/2010,OTHER,2003,7,FORD,FOCUS,SE,4D SEDAN SE,GOLD,AUTO,1,Alloy,81874,AMERICAN,COMPACT,FORD,2714,3566,5357,7039,2845,3878,5661,6645,NULL,NULL,20833,60445,IL,4595,0,1543
4480,0,11/3/2010,OTHER,2007,3,DODGE,MAGNUM V6,SE,WAGON 2.7L,GREY,AUTO,2,Covers,84922,AMERICAN,SPECIALTY,CHRYSLER,8496,10074,12630,14186,7760,9439,12010,13721,NULL,NULL,20833,60445,IL,8620,0,1503
4481,0,11/3/2010,OTHER,2006,4,HYUNDAI,SONATA 4C,GLS,4D SEDAN GLS,BLUE,AUTO,1,Alloy,83193,OTHER ASIAN,MEDIUM,OTHER,6252,7221,9455,10482,6213,7013,9345,10205,NULL,NULL,20833,60445,IL,6705,0,853
4482,0,11/3/2010,OTHER,2004,6,CHEVROLET,MALIBU V6,LS,4D SEDAN LS,RED,AUTO,1,Alloy,88770,AMERICAN,MEDIUM,GM,4301,5613,7190,8881,3790,4867,6783,8054,NULL,NULL,20833,60445,IL,5400,0,1373
4483,0,11/3/2010,OTHER,2004,6,CHEVROLET,TRAILBLAZER 2WD 6C,Nor,4D SUV 4.2L LS,SILVER,AUTO,1,Alloy,62198,AMERICAN,MEDIUM SUV,GM,5444,6719,9317,10696,5361,6712,8753,10269,NULL,NULL,20833,60445,IL,7005,0,1020
4484,1,11/8/2010,OTHER,2007,3,SATURN,AURA,XR,4D SEDAN XR,BLUE,AUTO,1,Alloy,72384,AMERICAN,MEDIUM,GM,9721,11329,13356,14887,8986,10281,12784,13962,NULL,NULL,10430,60445,IL,8375,1,1272
4485,0,11/8/2010,OTHER,2007,3,CHEVROLET,COBALT,LS,4D SEDAN LS,BLUE,AUTO,2,Covers,52447,AMERICAN,COMPACT,GM,5352,6345,8859,9722,5251,6346,8594,9858,NULL,NULL,10430,60445,IL,6075,1,671
4486,1,11/10/2010,OTHER,2003,7,FORD,FOCUS,SE,4D SEDAN SE,WHITE,AUTO,NULL,NULL,81870,AMERICAN,COMPACT,FORD,2970,3999,5780,6761,2970,3999,5780,6761,NULL,NULL,52646,60445,IL,4195,0,1543
4487,1,11/10/2010,OTHER,2009,1,PONTIAC,G6 4C,Bas,4D SEDAN SE1,WHITE,AUTO,NULL,NULL,43324,AMERICAN,MEDIUM,GM,9522,10287,13425,14181,9522,10287,13425,14181,NULL,NULL,52646,60445,IL,8920,0,764
4488,1,11/10/2010,OTHER,2008,2,SATURN,AURA V6,XE,4D SEDAN XE,RED,AUTO,NULL,NULL,52536,AMERICAN,MEDIUM,GM,8319,9725,12205,13557,8319,9725,12205,13557,NULL,NULL,52646,60445,IL,9020,0,1003
4489,1,11/10/2010,OTHER,2006,4,SATURN,ION,2,4D SEDAN LEVEL 2,GREY,AUTO,NULL,NULL,56537,AMERICAN,MEDIUM,GM,4900,6063,7982,9293,4900,6063,7982,9293,NULL,NULL,52646,60445,IL,5200,0,671
4490,0,11/15/2010,OTHER,2006,4,CHEVROLET,HHR,LS,4D SUV 2.2L LS,SILVER,AUTO,2,Covers,59774,AMERICAN,MEDIUM,GM,5427,6496,9056,10689,5108,6379,9228,10497,NULL,NULL,1082,60445,IL,7575,1,671
4491,0,11/15/2010,OTHER,2007,3,DODGE,CALIBER,SXT,4D WAGON SXT,GREY,AUTO,2,Covers,78475,AMERICAN,MEDIUM,CHRYSLER,6599,7848,10070,11122,6418,7794,10321,11735,NULL,NULL,1082,60445,IL,6575,1,920
4492,0,11/15/2010,OTHER,2007,3,FORD,FUSION 4C,SEL,4D SEDAN SEL,GOLD,AUTO,1,Alloy,82706,AMERICAN,MEDIUM,FORD,9247,10441,13328,14043,8829,10371,12616,14125,NO,GREEN,1082,60445,IL,7175,1,853
4493,0,11/15/2010,OTHER,2005,5,CHRYSLER,SEBRING 4C,Bas,4D SEDAN,SILVER,AUTO,1,Alloy,40538,AMERICAN,MEDIUM,CHRYSLER,3627,5068,6745,8520,3842,5079,6941,8526,NULL,NULL,1082,60445,IL,5775,1,834
4494,0,11/15/2010,OTHER,2006,4,PONTIAC,G6 4C,Bas,4D SEDAN SE,GOLD,AUTO,2,Covers,64261,AMERICAN,MEDIUM,GM,5586,6832,8855,10029,5918,7161,9046,10635,NULL,NULL,1082,60445,IL,6875,1,923
4495,0,11/15/2010,OTHER,2005,5,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,BLACK,AUTO,1,Alloy,76716,AMERICAN,MEDIUM SUV,GM,6258,7411,10283,11321,5851,7367,9011,10947,NO,GREEN,1082,60445,IL,8075,1,1155
4496,1,11/17/2010,OTHER,2007,3,CHEVROLET,COBALT,LTZ,4D SEDAN LTZ,RED,AUTO,1,Alloy,82737,AMERICAN,COMPACT,GM,7797,9285,11026,12466,7572,9176,11254,13052,NULL,NULL,19662,60445,IL,6505,0,853
4497,1,11/17/2010,OTHER,2007,3,CHEVROLET,HHR,LT,4D SUV 2.2L,GOLD,AUTO,1,Alloy,62533,AMERICAN,MEDIUM,GM,7069,7944,10809,11404,7741,9259,11243,12819,NULL,NULL,19662,60445,IL,7910,0,728
4498,0,11/17/2010,OTHER,2007,3,PONTIAC,G6 V6,GT,4D SEDAN GT,RED,AUTO,1,Alloy,72792,AMERICAN,MEDIUM,GM,8460,9801,12039,13556,7426,9372,10963,12945,NULL,NULL,19662,60445,IL,7610,0,1272
4499,0,11/17/2010,OTHER,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,GREY,AUTO,2,Covers,61309,AMERICAN,LARGE,GM,7886,8747,11757,12686,9336,10831,12947,14231,NO,GREEN,19662,60445,IL,8320,0,1703
4500,0,11/17/2010,OTHER,2006,4,PONTIAC,MONTANA FWD,SV6,4D MINIVAN EXT 3.5L,GOLD,AUTO,1,Alloy,82962,AMERICAN,VAN,GM,6327,7919,10396,12127,6048,7617,9636,11302,NULL,NULL,19662,60445,IL,6705,0,2282
4501,0,11/17/2010,OTHER,2007,3,DODGE,CHARGER V6,Bas,4D SEDAN 2.7L,BLUE,AUTO,2,Covers,61053,AMERICAN,SPECIALTY,CHRYSLER,9223,10408,13599,15346,10503,11915,14093,15580,NO,GREEN,19662,60445,IL,10125,0,1215
4502,0,11/17/2010,OTHER,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,RED,AUTO,2,Covers,76254,AMERICAN,MEDIUM,CHRYSLER,5494,6704,9416,11490,5853,7186,9286,10371,NO,GREEN,19662,60445,IL,5600,0,1389
4503,0,11/17/2010,OTHER,2008,2,CHEVROLET,IMPALA V6,LS,4D SEDAN LS 3.5L FFV,WHITE,AUTO,2,Covers,61802,AMERICAN,LARGE,GM,7886,8747,11757,12686,8947,10312,12457,13839,NO,GREEN,19662,60445,IL,8220,0,1703
4504,0,11/17/2010,OTHER,2005,5,FORD,FREESTYLE AWD V6,Lim,4D CUV 3.0L LIMITED,BLACK,AUTO,1,Alloy,88980,AMERICAN,CROSSOVER,FORD,7154,8992,11323,13382,7136,8752,11158,12823,NULL,NULL,19662,60445,IL,8110,0,1763
4505,0,11/17/2010,OTHER,2006,4,CHEVROLET,COBALT,LT,4D SEDAN LS,GOLD,AUTO,1,Alloy,85759,AMERICAN,COMPACT,GM,4539,5580,7244,8452,4587,5641,7403,8724,NULL,NULL,19662,60445,IL,5400,0,853
4506,1,11/17/2010,OTHER,2005,5,CHEVROLET,CAVALIER 4C,Bas,4D SEDAN,WHITE,AUTO,2,Covers,76373,AMERICAN,COMPACT,GM,3008,3968,6049,6572,2746,3824,5820,6965,NULL,NULL,19662,60445,IL,4080,0,1155
4507,0,11/17/2010,OTHER,2007,3,CHRYSLER,PT CRUISER,Bas,4D SEDAN,BLACK,AUTO,2,Covers,81540,AMERICAN,MEDIUM,CHRYSLER,5494,6704,9416,11490,5865,7263,9017,10295,NO,GREEN,19662,60445,IL,5600,0,1503
4508,0,11/17/2010,OTHER,2007,3,DODGE,MAGNUM V6,SE,WAGON 3.5L SXT,BLACK,AUTO,1,Alloy,84612,AMERICAN,SPECIALTY,CHRYSLER,8556,10361,12733,14361,9452,11226,13501,14865,NULL,NULL,19662,60445,IL,9120,0,1503
4509,0,11/17/2010,OTHER,2007,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L LS,SILVER,AUTO,2,Covers,66573,AMERICAN,VAN,GM,5933,7582,9469,11551,6394,8013,10307,12087,NULL,NULL,19662,60445,IL,7710,0,1801
4510,0,11/17/2010,OTHER,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LT,SILVER,AUTO,2,Covers,80225,AMERICAN,MEDIUM,GM,6084,7447,10060,12141,6013,7558,10132,11675,NULL,NULL,19662,60445,IL,6205,0,853
4511,0,11/22/2010,OTHER,2007,3,CHEVROLET,UPLANDER FWD V6,LS,PASSENGER EXT 3.5L,WHITE,AUTO,1,Alloy,69381,AMERICAN,VAN,GM,6054,7886,10160,12426,5667,7379,9676,11278,NULL,NULL,10430,60445,IL,7975,1,1801
4512,0,11/22/2010,OTHER,2006,4,CHEVROLET,HHR,LT,4D SUV 2.2L LT,BLACK,AUTO,1,Alloy,85785,AMERICAN,MEDIUM,GM,6277,7635,10335,11610,6079,7608,10059,11984,NULL,NULL,10430,60445,IL,7075,1,853
4513,0,11/22/2010,OTHER,2008,2,CHEVROLET,AVEO,LS,4D SEDAN LS,GREY,MANUAL,2,Covers,74228,AMERICAN,COMPACT,GM,5976,6836,9476,10319,6325,7173,10172,11535,NO,GREEN,10430,60445,IL,4375,1,803
4514,0,11/29/2010,OTHER,2006,4,CHEVROLET,TRAILBLAZER 2WD 6C,LS,4D SUV 4.2L,BLACK,AUTO,1,Alloy,71053,AMERICAN,MEDIUM SUV,GM,8188,9661,12738,14271,8039,9585,11911,13562,NO,GREEN,1085,60445,IL,8175,1,1155
4515,0,11/29/2010,OTHER,2008,2,DODGE,AVENGER 4C,SE,4D SEDAN SE,BLUE,AUTO,2,Covers,84845,AMERICAN,MEDIUM,CHRYSLER,7504,8476,10996,12076,8128,9128,11715,12720,NO,GREEN,1085,60445,IL,7675,1,1243
4516,0,11/29/2010,OTHER,2007,3,SUZUKI,FORENZA,,4D SEDAN,BLUE,AUTO,2,Covers,35960,OTHER ASIAN,MEDIUM,OTHER,4533,5751,7610,9654,4417,5536,8001,9460,NULL,NULL,1085,60445,IL,6175,1,462
4517,0,11/29/2010,OTHER,2003,7,DODGE,CARAVAN FWD V6,SE,MINIVAN 3.3L FFV SE,BLUE,AUTO,1,Alloy,90003,AMERICAN,VAN,CHRYSLER,3597,5159,6588,8019,3062,4098,6161,7587,NULL,NULL,1085,60445,IL,4475,1,2218
4518,1,4/13/2010,MANHEIM,2005,5,CHEVROLET,EQUINOX AWD V6,LS,4D SUV LS,RED,AUTO,1,Alloy,79523,AMERICAN,MEDIUM SUV,GM,6860,8127,10093,11531,7156,8981,10789,12672,NULL,NULL,17675,2764,MA,7235,0,1506
